_id,flavors,rating,totalTimeInSeconds,ingredients,sourceDisplayName,recipeName,attributes,id
ObjectId(58e5ee1aa4e2980ece65e421),"{""piquant"":0.0,""sour"":0.6666666666666666,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.6666666666666666}",5,3000,"[""nonstick spray"",""bread crumbs"",""pasta"",""cheddar cheese"",""kosher salt"",""ground black pepper"",""cherry tomatoes"",""broccoli""]",The Comfort of Cooking,Roasted Vegetable Macaroni & Cheese Cups,"{""course"":[""Lunch""],""cuisine"":[""Kid-Friendly""]}",Roasted-Vegetable-Macaroni-_-Cheese-Cups-485251
ObjectId(58e5ee1aa4e2980ece65e463),,5,2400,"[""small new potatoes"",""olive oil"",""kosher salt"",""ground black pepper""]",Saveur,Roasted Potatoes,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Potatoes-442450
ObjectId(58e5ee1aa4e2980ece65e541),,4,2700,"[""olive oil"",""garlic"",""thyme"",""salt"",""cracked black pepper"",""tomatoes""]",Hilary Stone Soup,Roasted Tomatoes,"{""course"":[""Side Dishes""]}",Roasted-Tomatoes-1267254
ObjectId(58e5ee1aa4e2980ece65e667),"{""sweet"":0.16666666666666666,""sour"":0.6666666666666666,""salty"":0.8333333333333334,""piquant"":0.0,""bitter"":0.8333333333333334,""meaty"":0.8333333333333334}",4,4800,"[""garlic"",""olive oil"",""salt"",""pepper""]",Glitter Spice,Roasted Garlic Goodness,"{""holiday"":[""Sunday Lunch""]}",Roasted-Garlic-Goodness-995760
ObjectId(58e5ee1aa4e2980ece65e684),,4,2700,"[""brussels sprouts"",""extra-virgin olive oil"",""aged balsamic vinegar"",""salt"",""pepper"",""parmesan cheese""]",tabitha.talks.food.,Roasted Balsamic Brussel Sprouts with Bacon,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Balsamic-Brussel-Sprouts-with-Bacon-2001428
ObjectId(58e5ee1aa4e2980ece65e694),,4,1200,"[""quinoa"",""asparagus"",""olive oil"",""minced garlic"",""roasted red peppers"",""salt"",""pepper"",""grilled chicken breasts""]",Inside BruCrew Life,Roasted Red Pepper and Asparagus Quinoa,"{""course"":[""Side Dishes""]}",Roasted-Red-Pepper-and-Asparagus-Quinoa-1247006
ObjectId(58e5ee1aa4e2980ece65e6b1),,5,3900,"[""butternut squash"",""olive oil"",""lime juice"",""fresh rosemary"",""sea salt"",""ground black pepper""]",Kalyn's Kitchen,Roasted Butternut Squash with Lime and Rosemary,"{""course"":[""Side Dishes""]}",Roasted-butternut-squash-with-lime-and-rosemary-309700
ObjectId(58e5ee1aa4e2980ece65e6e5),,5,1500,"[""broccoli"",""flowerets"",""extra-virgin olive oil"",""garlic"",""salt"",""ground black pepper""]",Kalyn's Kitchen,Roasted Broccoli with Garlic,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""],""cuisine"":[""Asian""]}",Roasted-broccoli-with-garlic-309987
ObjectId(58e5ee1aa4e2980ece65e6f3),,3,2700,"[""turkey breast"",""butter"",""chicken broth"",""mayonnaise""]",BigOven,Roasted Turkey Breast,"{""course"":[""Main Dishes""]}",Roasted-Turkey-Breast-771991
ObjectId(58e5ee1aa4e2980ece65e731),"{""piquant"":0.0,""sour"":0.16666666666666666,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",4,3600,"[""water"",""salt"",""pumpkin seeds"",""vegetable oil"",""spices""]","All Things Food, Cooking with Mary and Friends",Roasting Pumpkin Seeds,"{""course"":[""Lunch"",""Snacks""]}",Roasting-Pumpkin-Seeds-1344337
ObjectId(58e5ee1aa4e2980ece65e7dd),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.3333333333333333,""sweet"":0.16666666666666666,""bitter"":0.5,""meaty"":0.16666666666666666}",4,2100,"[""brussels sprouts"",""sliced mushrooms"",""olive oil"",""garlic powder"",""salt"",""black pepper""]",Southern Bite,Roasted Brussels Sprouts with Mushrooms,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Brussels-Sprouts-with-Mushrooms-1677943
ObjectId(58e5ee1aa4e2980ece65e7fa),"{""piquant"":0.3333333333333333,""sour"":0.8333333333333334,""salty"":0.5,""sweet"":0.5,""bitter"":0.6666666666666666,""meaty"":0.16666666666666666}",5,3300,"[""beets"",""turnips"",""olive oil"",""fresh thyme"",""salt"",""freshly ground pepper""]",Scotts Miracle-Gro Brand,Roasted Root Veggies,"{""course"":[""Side Dishes""]}",Roasted-Root-Veggies-1039987
ObjectId(58e5ee1aa4e2980ece65e839),,5,2700,"[""brussels sprouts"",""minced garlic"",""lemon juice"",""olive oil"",""salt"",""ground black pepper"",""grated parmesan cheese""]",Simply Recipes,Roasted Brussels Sprouts,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Brussels-Sprouts-Simply-Recipes-42596
ObjectId(58e5ee1aa4e2980ece65e859),,4,1500,"[""green beans"",""olive oil"",""kosher salt"",""cracked black pepper"",""garlic powder"",""shredded parmesan cheese""]",Skinnytaste,Roasted Parmesan Green Beans,"{""course"":[""Side Dishes""]}",Roasted-Parmesan-Green-Beans-1571558
ObjectId(58e5ee1aa4e2980ece65e87c),"{""piquant"":0.16666666666666666,""sour"":0.8333333333333334,""salty"":0.5,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.5}",5,3300,"[""garlic"",""quinoa"",""olive oil"",""red pepper"",""mushrooms"",""salt"",""pepper""]",How Sweet It Is,"Roasted Garlic, Red Pepper and Mushroom Quinoa","{""course"":[""Side Dishes""]}",Roasted-garlic_-red-pepper-and-mushroom-quinoa-333640
ObjectId(58e5ee1aa4e2980ece65e889),,5,3600,"[""small new potatoes"",""yellow onion"",""olive oil"",""ground black pepper"",""kosher salt"",""white truffle oil""]",Simply Recipes,Roasted New Potatoes with Caramelized Onions and Truffle Oil,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-New-Potatoes-with-Caramelized-Onions-and-Truffle-Oil-Simply-Recipes-42927
ObjectId(58e5ee1aa4e2980ece65e88a),"{""piquant"":0.16666666666666666,""sour"":0.16666666666666666,""salty"":0.16666666666666666,""sweet"":0.0,""bitter"":0.16666666666666666,""meaty"":0.6666666666666666}",4,5100,"[""chicken"",""olive oil"",""garlic"",""smoked paprika"",""salt"",""pepper""]",Liv Life,Roasted Whole Chicken with Smoked Paprika,"{""course"":[""Main Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Whole-Chicken-with-Smoked-Paprika-514905
ObjectId(58e5ee1aa4e2980ece65e8bd),"{""piquant"":0.0,""sour"":0.5,""salty"":0.16666666666666666,""sweet"":0.0,""bitter"":0.16666666666666666,""meaty"":0.6666666666666666}",5,2100,"[""snapper fillets"",""olive oil"",""garlic"",""fresh rosemary"",""kosher salt"",""pepper"",""bread crumbs"",""fresh lemon""]",Skinnytaste,Roasted Snapper Fillet,"{""course"":[""Main Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-snapper-fillet-352521
ObjectId(58e5ee1aa4e2980ece65e8ce),"{""piquant"":0.0,""sour"":0.3333333333333333,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.6666666666666666,""meaty"":0.16666666666666666}",4,2100,"[""eggplant"",""feta cheese"",""black olives"",""olive oil"",""greek seasoning"",""artichokes""]",Homemade and Yummy,Roasted Eggplant Slices The Perfect Bread Alternative,{},Roasted-Eggplant-Slices-The-Perfect-Bread-Alternative-2031290
ObjectId(58e5ee1aa4e2980ece65e927),,5,3600,"[""carrots"",""turnips"",""olive oil"",""balsamic vinegar"",""fresh rosemary"",""chopped fresh sage"",""salt"",""ground black pepper""]",Kalyn's Kitchen,Roasted Carrots and Turnips with Herbs,"{""course"":[""Side Dishes""]}",Roasted-carrots-and-turnips-with-herbs-309880
ObjectId(58e5ee1aa4e2980ece65e977),,5,1500,"[""broccoli"",""olive oil"",""lemon"",""kosher salt"",""garlic cloves"",""ground black pepper"",""grated parmesan cheese""]",Simply Recipes,Roasted Broccoli,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-broccoli-304978
ObjectId(58e5ee1aa4e2980ece65e97f),"{""sweet"":0.16666666666666666,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""piquant"":0.5,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",4,2700,"[""artichokes"",""garlic"",""unsalted butter"",""lemon"",""sea salt"",""freshly ground pepper""]",Mon Petit Four,Roasted Artichokes,{},Roasted-Artichokes-1808092
ObjectId(58e5ee1aa4e2980ece65e986),,5,1200,"[""cannellini beans"",""roasted garlic"",""fresh dill"",""olive oil"",""salt"",""black pepper""]",How Sweet It Is,Roasted Garlic and Dill White Bean Dip,"{""course"":[""Appetizers""]}",Roasted-garlic-and-dill-white-bean-dip-333529
ObjectId(58e5ee1aa4e2980ece65e9c8),"{""sweet"":0.16666666666666666,""sour"":0.6666666666666666,""salty"":0.16666666666666666,""piquant"":0.0,""bitter"":0.16666666666666666,""meaty"":0.8333333333333334}",4,3600,"[""garlic"",""extra-virgin olive oil""]",Mind Over Batter,Roasted Garlic,{},Roasted-Garlic-1103325
ObjectId(58e5ee1aa4e2980ece65e9f0),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",3,3300,"[""brussels sprouts"",""kosher salt"",""freshly ground black pepper"",""coconut oil""]",FitLife.tv,Roasted Brussel Sprouts,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Brussel-Sprouts-1851064
ObjectId(58e5ee1aa4e2980ece65e9f4),"{""piquant"":0.16666666666666666,""sour"":0.5,""salty"":0.6666666666666666,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1200,"[""corn tortillas"",""corn"",""olive oil"",""crushed red pepper flakes"",""black beans"",""lime"",""minced garlic"",""purple onion"",""fresh cilantro"",""salt"",""pepper""]",Skinny Ms,Roasted Corn and Black Bean Tacos,"{""course"":[""Main Dishes""]}",Roasted-Corn-and-Black-Bean-Tacos-2054727
ObjectId(58e5ee1aa4e2980ece65e9f6),"{""sweet"":0.16666666666666666,""sour"":0.6666666666666666,""salty"":0.16666666666666666,""piquant"":0.0,""bitter"":0.16666666666666666,""meaty"":0.8333333333333334}",4,3600,"[""garlic"",""extra-virgin olive oil""]",Mind Over Batter,Roasted Garlic,{},Roasted-Garlic-1103325
ObjectId(58e5ee1aa4e2980ece65ea17),"{""sweet"":0.16666666666666666,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""piquant"":0.5,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",4,2700,"[""artichokes"",""garlic"",""unsalted butter"",""lemon"",""sea salt"",""freshly ground pepper""]",Mon Petit Four,Roasted Artichokes,{},Roasted-Artichokes-1808092
ObjectId(58e5ee1aa4e2980ece65ea44),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.5,""sweet"":0.16666666666666666,""bitter"":0.5,""meaty"":0.16666666666666666}",4,4800,"[""potatoes"",""fresh rosemary"",""oregano"",""salt"",""olive oil""]",An Italian in my Kitchen,Roasted Potatoes With Rosemary,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Potatoes-With-Rosemary-1114008
ObjectId(58e5ee1aa4e2980ece65ea51),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.8333333333333334}",4,1800,"[""cauliflower florets"",""garlic cloves"",""olive oil"",""salt"",""pepper"",""lemon"",""parmigiano reggiano cheese""]",Delicious Meets Healthy,Roasted Garlic Cauliflower,"{""course"":[""Side Dishes""]}",Roasted-Garlic-Cauliflower-1737418
ObjectId(58e5ee1aa4e2980ece65ea80),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.5,""sweet"":0.16666666666666666,""bitter"":0.5,""meaty"":0.16666666666666666}",4,4800,"[""potatoes"",""fresh rosemary"",""oregano"",""salt"",""olive oil""]",An Italian in my Kitchen,Roasted Potatoes With Rosemary,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Potatoes-With-Rosemary-1114008
ObjectId(58e5ee1aa4e2980ece65eaa8),,5,2100,"[""cauliflower"",""garlic"",""bacon"",""olive oil"",""sea salt"",""ground black pepper""]",Steamy Kitchen,Roasted Cauliflower Recipe with Bacon and Garlic,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-cauliflower-recipe-with-bacon-and-garlic-315035
ObjectId(58e5ee1aa4e2980ece65eb21),,5,2100,"[""cauliflower"",""garlic"",""bacon"",""olive oil"",""sea salt"",""ground black pepper""]",Steamy Kitchen,Roasted Cauliflower Recipe with Bacon and Garlic,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-cauliflower-recipe-with-bacon-and-garlic-315035
ObjectId(58e5ee1aa4e2980ece65eb36),,4,2400,"[""acorn squash"",""olive oil"",""grated parmesan cheese"",""powdered garlic"",""ground pepper""]",Spache the Spatula,Roasted Parmesan Garlic Acorn Squash,"{""course"":[""Side Dishes""]}",Roasted-Parmesan-Garlic-Acorn-Squash-1901834
ObjectId(58e5ee1aa4e2980ece65eb94),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.3333333333333333,""bitter"":0.8333333333333334,""meaty"":0.8333333333333334}",5,2100,"[""cauliflower"",""olive oil"",""garlic"",""parmesan cheese"",""salt"",""pepper""]",Naturally Ella,Roasted Parmesan Cauliflower,"{""course"":[""Side Dishes""]}",Roasted-Parmesan-Cauliflower-Naturally-Ella-46291
ObjectId(58e5ee1aa4e2980ece65ec03),"{""piquant"":0.3333333333333333,""sour"":0.16666666666666666,""salty"":0.6666666666666666,""sweet"":0.0,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",4,2700,"[""chickpeas"",""olive oil"",""cumin"",""garlic powder"",""cayenne pepper"",""sea salt""]",Kim's Healthy Eats,Roasted Chickpeas,{},Roasted-Chickpeas-1099473
ObjectId(58e5ee1aa4e2980ece65ec41),,5,5400,"[""garlic cloves"",""water"",""salt"",""ground black pepper"",""olive oil"",""lemon"",""bay leaves"",""roasting chickens""]",Simply Recipes,Roasted Garlic Chicken,"{""course"":[""Main Dishes""]}",Roasted-Garlic-Chicken-Simply-Recipes-43090
ObjectId(58e5ee1aa4e2980ece65ec8d),,5,3000,"[""butternut squash"",""olive oil"",""kosher salt"",""ground black pepper"",""large garlic cloves"",""chopped fresh sage"",""pinenuts""]",Tori Avey,"Roasted Butternut Squash with Garlic, Sage and Pine Nuts","{""course"":[""Side Dishes""],""holiday"":[""Fall""]}",Roasted-butternut-squash-with-garlic_-sage-and-pine-nuts-351820
ObjectId(58e5ee1aa4e2980ece65eca2),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1500,"[""olive oil"",""brussels sprouts"",""shallots"",""kosher salt"",""black pepper"",""balsamic reduction""]",Skinnytaste,Roasted Brussels Sprouts and Shallots with Balsamic Glaze,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Roasted-Brussels-Sprouts-and-Shallots-with-Balsamic-Glaze-1570739
ObjectId(58e5ee1aa4e2980ece65eccf),"{""sweet"":1.0,""sour"":1.0,""salty"":1.0,""piquant"":0.8333333333333334,""bitter"":1.0,""meaty"":1.0}",4,2100,"[""green beans"",""cherry tomatoes"",""red chili peppers"",""mahi mahi"",""olive oil"",""salt"",""pepper"",""fresh lemon juice"",""dijon mustard""]",Sidewalk Shoes,Roasted Mahi Mahi with Green Beans and Cherry Tomatoes,{},Roasted-Mahi-Mahi-with-Green-Beans-and-Cherry-Tomatoes-1892318
ObjectId(58e5ee1aa4e2980ece65ecd5),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",5,2700,"[""zucchini"",""yellow squash"",""kosher salt"",""extra-virgin olive oil""]",Bakers Royale,Roasted Summer Vegetables,"{""course"":[""Side Dishes""]}",Roasted-summer-vegetables-335624
ObjectId(58e5ee1aa4e2980ece65ecf0),"{""piquant"":0.6666666666666666,""sour"":0.5,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.8333333333333334}",5,2700,"[""goat cheese"",""roasted red peppers"",""thick-cut bacon"",""garlic salt"",""freshly ground pepper"",""pistachios""]",How Sweet It Is,Roasted Red Pepper + Bacon Goat Cheese Truffles,"{""course"":[""Appetizers""],""cuisine"":[""Kid-Friendly""]}",Roasted-red-pepper-_-bacon-goat-cheese-truffles-333302
ObjectId(58e5ee1aa4e2980ece65ed35),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",5,3300,"[""potatoes"",""extra-virgin olive oil"",""dried thyme"",""dried oregano"",""sea salt"",""black pepper"",""feta cheese"",""fresh lemon juice"",""fresh parsley""]",Cinnamon Girl,Roasted Greek Potatoes with Feta Cheese and Lemon,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""],""cuisine"":[""Turkish"",""Mediterranean"",""Greek""]}",Roasted-greek-potatoes-with-feta-cheese-and-lemon-350906
