_id,flavors,rating,totalTimeInSeconds,ingredients,sourceDisplayName,recipeName,attributes,id
ObjectId(58e5ee1aa4e2980ece65fdf6),"{""piquant"":0.16666666666666666,""sour"":0.16666666666666666,""salty"":0.3333333333333333,""sweet"":0.16666666666666666,""bitter"":0.3333333333333333,""meaty"":0.5}",5,2100,"[""boneless skinless chicken breasts"",""olive oil"",""salt"",""pepper"",""chicken stock"",""milk"",""dijon mustard"",""fresh tarragon""]",Kalyn's Kitchen,Sauteed Chicken Breasts with Tarragon-Mustard Pan Sauce,"{""course"":[""Main Dishes""]}",Sauteed-chicken-breasts-with-tarragon-mustard-pan-sauce-309717
ObjectId(58e5ee1aa4e2980ece660090),"{""piquant"":0.0,""sour"":0.5,""salty"":0.16666666666666666,""sweet"":0.3333333333333333,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1200,"[""green beans"",""sweet onion"",""garlic cloves"",""chicken stock"",""black pepper"",""olive oil""]",Stuck on Sweet,Sauteed Green Beans with Sweet Onions,"{""course"":[""Side Dishes""]}",Sauteed-Green-Beans-with-Sweet-Onions-1185796
ObjectId(58e5ee1aa4e2980ece660358),,5,1200,"[""red radishes"",""olive oil"",""balsamic vinegar"",""salt"",""freshly ground black pepper"",""fresh parsley""]",Kalyn's Kitchen,Sauteed Radishes Recipe with Vinegar and Herbs,{},Sauteed-Radishes-Recipe-with-Vinegar-and-Herbs-1455291
ObjectId(58e5ee1aa4e2980ece660532),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.3333333333333333,""meaty"":0.16666666666666666}",4,1200,"[""butter"",""olive oil"",""zucchini"",""yellow summer squash"",""marjoram"",""salt"",""pepper""]",BitterYum,Sauteed Zucchini and Summer Squash,"{""course"":[""Side Dishes""],""holiday"":[""Summer""]}",Sauteed-Zucchini-and-Summer-Squash-995963
ObjectId(58e5ee1aa4e2980ece6607f7),,5,1800,"[""tilapia"",""seafood rub"",""olive oil"",""salt"",""pepper"",""mayonnaise"",""grated parmesan cheese""]",Kalyn's Kitchen,Sauteed Tilapia with Parmesan Crust,"{""course"":[""Main Dishes""]}",Sauteed-tilapia-with-parmesan-crust-309995
ObjectId(58e5ee1aa4e2980ece66099c),"{""piquant"":0.0,""sour"":0.16666666666666666,""salty"":0.3333333333333333,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1500,"[""sliced mushrooms"",""onions"",""canola oil"",""butter"",""red wine"",""soy sauce"",""black pepper""]",Getty Stewart,Sauteed Mushrooms and Onions,"{""course"":[""Side Dishes""]}",Sauteed-Mushrooms-and-Onions-1864412
ObjectId(58e5ee1aa4e2980ece660a4b),"{""piquant"":0.16666666666666666,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.3333333333333333,""meaty"":0.5}",4,900,"[""olive oil"",""chopped onion"",""chopped green bell pepper"",""yellow bell pepper"",""red bell pepper"",""garlic cloves"",""ground beef"",""kale"",""salt"",""pepper""]",Princess Tafadzwa,Sauteed Ground Beef and Kale,"{""course"":[""Main Dishes""]}",Sauteed-Ground-Beef-and-Kale-1167062
ObjectId(58e5ee1aa4e2980ece660d3c),,5,2100,"[""kale leaves"",""extra-virgin olive oil"",""purple onion"",""garlic"",""water"",""sherry vinegar""]",Kalyn's Kitchen,Sauteed Kale with Garlic and Onion (Melting Tuscan Kale),"{""course"":[""Side Dishes""]}",Sauteed-kale-with-garlic-and-onion-_melting-tuscan-kale_-309499
ObjectId(58e5ee1aa4e2980ece66233f),"{""sweet"":0.16666666666666666,""sour"":0.8333333333333334,""salty"":0.6666666666666666,""piquant"":0.0,""bitter"":0.8333333333333334,""meaty"":0.3333333333333333}",5,1500,"[""extra-virgin olive oil"",""garlic cloves"",""artichoke hearts"",""salt"",""lemon"",""chopped parsley""]",Every Day with Rachael Ray,Sauteed Artichokes,{},Sauteed-artichokes-346871
ObjectId(58e5ee1aa4e2980ece662631),,3,3000,"[""baby spinach"",""olive oil"",""onions"",""carrots"",""minced garlic"",""pepper"",""salt""]",The Kitchen Divas,Sauteed Spinach and Carrots,{},Sauteed-Spinach-and-Carrots-2053404
ObjectId(58e5ee1ba4e2980ece6630fb),"{""piquant"":0.3333333333333333,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,900,"[""green beans"",""red bell pepper"",""garlic"",""I Can't Believe It's Not Butter!® Spread""]",Unilever North America,Sauteed Green Beans ,"{""course"":[""Side Dishes""]}",Sauteed-green-beans--297656
ObjectId(58e5ee1ba4e2980ece66318a),,4,780,"[""Country Crock® Spread"",""red bell pepper"",""garlic"",""baby spinach leaves"",""lemon juice""]",Unilever North America,Sauteed Spinach With Red Bell Pepper,"{""course"":[""Side Dishes""]}",Sauteed-spinach-with-red-bell-pepper-297580
ObjectId(58e5ee1ba4e2980ece6634c8),,4,900,"[""bacon"",""olive oil"",""garlic"",""baby kale"",""salt"",""balsamic vinegar""]",Confections of a Foodie Bride,Sauteed Kale and Spinach with Bacon & Balsamic,"{""course"":[""Side Dishes""]}",Sauteed-Kale-and-Spinach-with-Bacon-_-Balsamic-982024
ObjectId(58e5ee1ba4e2980ece6635b2),,4,900,"[""bacon"",""olive oil"",""garlic"",""baby kale"",""salt"",""balsamic vinegar""]",Confections of a Foodie Bride,Sauteed Kale and Spinach with Bacon & Balsamic,"{""course"":[""Side Dishes""]}",Sauteed-Kale-and-Spinach-with-Bacon-_-Balsamic-982024
ObjectId(58e5ee1ba4e2980ece663809),,4,720,"[""leaves"",""light butter"",""garlic cloves"",""balsamic vinegar"",""red pepper flakes"",""salt"",""pepper""]",LaaLoosh,Sauteed Swiss Chard,"{""course"":[""Side Dishes""]}",Sauteed-Swiss-Chard-951218
ObjectId(58e5ee1ba4e2980ece663972),,4,720,"[""leaves"",""light butter"",""garlic cloves"",""balsamic vinegar"",""red pepper flakes"",""salt"",""pepper""]",LaaLoosh,Sauteed Swiss Chard,"{""course"":[""Side Dishes""]}",Sauteed-Swiss-Chard-951218
ObjectId(58e5ee1ba4e2980ece663c44),"{""piquant"":0.0,""sour"":0.5,""salty"":0.6666666666666666,""sweet"":0.0,""bitter"":0.6666666666666666,""meaty"":0.8333333333333334}",4,2100,"[""baby spinach"",""firm tofu"",""sesame oil"",""extra-virgin olive oil"",""vegetable oil"",""salt"",""pepper""]",Panlasang Pinoy,Sauteed Spinach with Tofu,"{""course"":[""Side Dishes""]}",Sauteed-Spinach-with-Tofu-1189308
ObjectId(58e5ee1ba4e2980ece663c78),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.3333333333333333,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,660,"[""I Can't Believe It's Not Butter!® Spread"",""shallots"",""carrots"",""snow peas"",""finely chopped fresh parsley""]",Unilever North America,Sauteed Snow Peas & Baby Carrots,"{""course"":[""Side Dishes""]}",Sauteed-Snow-Peas-_-Baby-Carrots-1547939
ObjectId(58e5ee1ba4e2980ece663df9),"{""sweet"":0.16666666666666666,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""piquant"":0.6666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1500,"[""olive oil"",""onions"",""bell pepper"",""salt"",""pepper""]",This Cookin' Dad,Sauteed Peppers and Onions Bringing Family Together,{},Sauteed-Peppers-and-Onions-Bringing-Family-Together-1318650
ObjectId(58e5ee1ba4e2980ece663e3e),,5,1200,"[""butter"",""salt"",""pepper"",""fresh basil"",""ear of corn""]",Baked Bree,Sauteed Corn with Basil Butter,"{""course"":[""Side Dishes""]}",Sauteed-corn-with-basil-butter-335774
ObjectId(58e5ee1ba4e2980ece665d46),"{""piquant"":0.16666666666666666,""sour"":0.8333333333333334,""salty"":0.3333333333333333,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",4,1500,"[""olive oil"",""butter"",""onions"",""sliced mushrooms"",""minced garlic"",""cooked bacon"",""baby spinach"",""salt"",""pepper"",""fresh lemon"",""Sriracha""]",The Complete Savorist,Sauteed Spinach,"{""course"":[""Side Dishes""]}",Sauteed-Spinach-1068286
ObjectId(58e5ee1ba4e2980ece666536),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.3333333333333333}",4,1200,"[""large shrimp"",""olive oil"",""fresh lemon juice"",""fresh parsley"",""herb seasoning"",""salt"",""ground black pepper""]",Diet Recipe Blog,Sauteed Shrimp recipe – 134 calories,{},Sauteed-Shrimp-recipe-134-calories-781568
ObjectId(58e5ee1ba4e2980ece666654),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.3333333333333333}",4,1200,"[""large shrimp"",""olive oil"",""fresh lemon juice"",""fresh parsley"",""herb seasoning"",""salt"",""ground black pepper""]",Diet Recipe Blog,Sauteed Shrimp recipe – 134 calories,{},Sauteed-Shrimp-recipe-134-calories-781568
ObjectId(58e5ee1ba4e2980ece6666d8),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.3333333333333333,""bitter"":0.8333333333333334,""meaty"":0.8333333333333334}",3,2100,"[""chicken heart"",""leeks"",""garlic"",""pepper"",""salt"",""olive oil""]",BigOven,Sauteed Chicken Hearts,"{""course"":[""Main Dishes""],""cuisine"":[""Barbecue""]}",Sauteed-Chicken-Hearts-1579757
ObjectId(58e5ee1ba4e2980ece6667be),"{""piquant"":0.0,""sour"":0.16666666666666666,""salty"":0.16666666666666666,""sweet"":0.3333333333333333,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1800,"[""unsalted butter"",""virgin olive oil"",""sweet onion"",""red apples"",""boneless skinless chicken breasts"",""fresh rosemary"",""salt"",""black pepper"",""apple cider vinegar""]",Family Food on the Table,Sauteed Chicken And Apples With Rosemary,"{""course"":[""Main Dishes""]}",Sauteed-Chicken-And-Apples-With-Rosemary-1877961
ObjectId(58e5ee1ba4e2980ece666a05),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.6666666666666666,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",5,1500,"[""broccolini"",""olive oil"",""garlic cloves"",""salt"",""black pepper""]",Epicurious,Sauteed Broccolini with Garlic,"{""course"":[""Side Dishes""]}",Sauteed-Broccolini-With-Garlic-Epicurious
ObjectId(58e5ee1ba4e2980ece666a67),,4,900,"[""broccoli"",""asparagus"",""olive oil"",""butter"",""kosher salt"",""cracked black pepper"",""parmesan cheese""]",Barefeet In The Kitchen,Sauteed Broccoli and Asparagus with Parmesan,"{""course"":[""Side Dishes""]}",Sauteed-Broccoli-and-Asparagus-with-Parmesan-485254
ObjectId(58e5ee1ba4e2980ece666f13),"{""piquant"":0.16666666666666666,""sour"":0.5,""salty"":0.3333333333333333,""sweet"":0.16666666666666666,""bitter"":0.6666666666666666,""meaty"":0.16666666666666666}",5,1500,"[""escarole"",""olive oil"",""red pepper flakes"",""pinenuts"",""parmesan cheese"",""sea salt""]",Kalyn's Kitchen,Sauteed Escarole with Parmesan and Toasted Pine Nuts,"{""course"":[""Side Dishes"",""Lunch""]}",Sauteed-escarole-with-parmesan-and-toasted-pine-nuts-309616
ObjectId(58e5ee1ba4e2980ece666f40),,4,1200,"[""sun-dried tomatoes in oil"",""garlic"",""cod fillets"",""salt"",""black pepper"",""smoked paprika"",""cayenne"",""fresh spinach""]",Best Recipe Magazine,"Sauteed Cod with Sun-Dried Tomatoes, Spinach and Kale","{""course"":[""Main Dishes""]}",Sauteed-Cod-with-Sun-Dried-Tomatoes_-Spinach-and-Kale-2042988
ObjectId(58e5ee1ba4e2980ece66748c),,4,1200,"[""olive oil"",""garlic"",""zucchini"",""cracked black pepper"",""kosher salt""]",Barefeet In The Kitchen,Sauteed Zucchini Ribbons,"{""course"":[""Side Dishes""]}",Sauteed-Zucchini-Ribbons-485513
ObjectId(58e5ee1ba4e2980ece667931),"{""piquant"":0.0,""sour"":0.5,""salty"":0.5,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.3333333333333333}",4,2100,"[""shrimp"",""spices"",""fat"",""kosher salt"",""onions"",""cherry tomatoes"",""lime""]",Nom Nom Paleo,Sauteed Shrimp With Onions and Cherry Tomatoes,"{""course"":[""Main Dishes""]}",Sauteed-Shrimp-With-Onions-and-Cherry-Tomatoes-502479
ObjectId(58e5ee1ca4e2980ece667bb2),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",4,900,"[""olive oil"",""minced garlic"",""salt"",""pepper"",""zucchini"",""chopped walnuts"",""parmesan cheese""]",Dizzy Busy and Hungry,Sauteed Zucchini with Walnuts,"{""course"":[""Side Dishes""]}",Sauteed-Zucchini-with-Walnuts-1067993
ObjectId(58e5ee1ca4e2980ece6685dd),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1500,"[""extra-virgin olive oil"",""zucchini"",""tomatoes"",""fresh basil""]",Food Hunter,Sauteed Zucchini & Tomatoes with Parmesan,"{""course"":[""Side Dishes""]}",Sauteed-Zucchini-_-Tomatoes-with-Parmesan-1144428
ObjectId(58e5ee1ca4e2980ece6686b0),"{""piquant"":0.0,""sour"":0.3333333333333333,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.6666666666666666}",4,2100,"[""fresh brussels sprouts"",""bacon"",""garlic cloves"",""onions"",""salt"",""pepper""]",Kates Healthy Cupboard,Sauteed Shredded Brussel Sprouts,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Sauteed-Shredded-Brussel-Sprouts-783405
ObjectId(58e5ee1ca4e2980ece66875e),"{""piquant"":0.16666666666666666,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",4,1200,"[""olive oil"",""broccoli florets"",""kosher salt"",""crushed red pepper flakes"",""water"",""soy sauce""]",This Cookin' Dad,Sauteed Broccoli,"{""course"":[""Side Dishes""]}",Sauteed-Broccoli-1318635
ObjectId(58e5ee1ca4e2980ece669019),,4,1500,"[""olive oil"",""corn kernels"",""salt"",""cherry tomatoes"",""feta cheese"",""fresh basil"",""lemon juice"",""pepper""]",Spoonful of Flavor,"Sauteed Corn with Tomatoes, Feta and Basil","{""course"":[""Side Dishes""],""holiday"":[""Summer""]}",Sauteed-Corn-with-Tomatoes_-Feta-and-Basil-999663
ObjectId(58e5ee1ca4e2980ece6690d0),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.3333333333333333,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",5,1800,"[""olive oil"",""onions"",""kale"",""sea salt""]",Elana's Pantry,Sauteéd Kale,"{""course"":[""Side Dishes""]}",Sauteed-Kale-1021452
ObjectId(58e5ee1ca4e2980ece669486),,4,1500,"[""olive oil"",""corn kernels"",""salt"",""cherry tomatoes"",""feta cheese"",""fresh basil"",""lemon juice"",""pepper""]",Spoonful of Flavor,"Sauteed Corn with Tomatoes, Feta and Basil","{""course"":[""Side Dishes""],""holiday"":[""Summer""]}",Sauteed-Corn-with-Tomatoes_-Feta-and-Basil-999663
ObjectId(58e5ee1ca4e2980ece669668),,4,1800,"[""shrimp"",""string beans"",""yellow onion"",""tomatoes"",""garlic"",""soy sauce"",""canola oil"",""salt"",""pepper""]",Panlasang Pinoy,Sauteed Shrimp with String Beans,"{""course"":[""Main Dishes""],""cuisine"":[""Filipino""]}",Sauteed-Shrimp-with-String-Beans-1187983
ObjectId(58e5ee1ca4e2980ece669bad),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",3,900,"[""zucchini"",""garlic"",""chia seeds"",""sea salt"",""black pepper"",""olive oil""]",Eat Drink Better,Sauteed Zucchini with Toasted Chia Seeds,"{""course"":[""Side Dishes""]}",Sauteed-Zucchini-with-Toasted-Chia-Seeds-974379
ObjectId(58e5ee1ca4e2980ece66a00b),,4,2400,"[""cabbage"",""bacon"",""garlic"",""water"",""sugar"",""salt"",""pepper"",""fresh lemon juice""]",Couponing as a lifestyle,Sauteed Cabbage & Bacon,{},Sauteed-Cabbage-_-Bacon-1008653
ObjectId(58e5ee1ca4e2980ece66a257),,4,2400,"[""cabbage"",""bacon"",""garlic"",""water"",""sugar"",""salt"",""pepper"",""fresh lemon juice""]",Couponing as a lifestyle,Sauteed Cabbage & Bacon,{},Sauteed-Cabbage-_-Bacon-1008653
ObjectId(58e5ee1ca4e2980ece66a44d),,3,1140,"[""slivered almonds"",""olive oil"",""garlic cloves"",""snap beans"",""canned chicken broth"",""table salt"",""black pepper""]",Weight Watchers,Sauteed String Beans with Almonds,"{""course"":[""Side Dishes""]}",Sauteed-String-Beans-with-Almonds-1067985
ObjectId(58e5ee1ca4e2980ece66ab15),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.6666666666666666,""sweet"":0.3333333333333333,""bitter"":0.5,""meaty"":0.16666666666666666}",4,1200,"[""bacon"",""olive oil"",""garlic cloves"",""shallots"",""frozen peas"",""fresh basil leaves"",""salt""]",Recipe Girl,Sauteed Peas with Basil and Bacon,"{""course"":[""Side Dishes""]}",Sauteed-Peas-with-Basil-and-Bacon-472708
ObjectId(58e5ee1ca4e2980ece66b514),,4,1800,"[""extra-virgin olive oil"",""purple onion"",""garlic"",""zucchini"",""yellow squash"",""medium carrot"",""salt"",""cracked black pepper""]",Skinnytaste,Sauteed Julienned Summer Vegetables,"{""course"":[""Side Dishes""]}",Sauteed-Julienned-Summer-Vegetables-1571899
ObjectId(58e5ee1ca4e2980ece66b59e),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.8333333333333334,""sweet"":0.16666666666666666,""bitter"":0.8333333333333334,""meaty"":0.16666666666666666}",3,1500,"[""potatoes"",""spring onions"",""salt"",""oil""]",China Sichuan Food,Sauteed Small Potatoes with Salt and Pepper,"{""course"":[""Side Dishes""]}",Sauteed-Small-Potatoes-with-Salt-and-Pepper-608342
ObjectId(58e5ee1ca4e2980ece66b7de),"{""piquant"":0.0,""sour"":0.5,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1800,"[""promise buttery spread"",""potatoes"",""corn-on-the-cob"",""sweet onion"",""fat free less sodium chicken broth"",""chopped fresh cilantro"",""ground black pepper"",""lime juice""]",Unilever North America,Sauteed Corn & Potato Chowder,"{""course"":[""Soups""]}",Sauteed-Corn-_-Potato-Chowder-1534708
ObjectId(58e5ee1ca4e2980ece66ba2c),"{""piquant"":0.0,""sour"":0.5,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1800,"[""promise buttery spread"",""potatoes"",""corn-on-the-cob"",""sweet onion"",""fat free less sodium chicken broth"",""chopped fresh cilantro"",""ground black pepper"",""lime juice""]",Unilever North America,Sauteed Corn & Potato Chowder,"{""course"":[""Soups""]}",Sauteed-Corn-_-Potato-Chowder-1534708
ObjectId(58e5ee1ca4e2980ece66bb01),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.3333333333333333,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",3,1200,"[""I Can't Believe It's Not Butter!® Spread"",""brussels sprouts"",""onions"",""salt"",""gala apples"",""garlic""]",Unilever North America,Sauteed Brussels Sprouts & Apples,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Sauteed-Brussels-Sprouts-_-Apples-1319879
ObjectId(58e5ee1ca4e2980ece66bbfb),"{""piquant"":0.0,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.3333333333333333,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",3,1200,"[""I Can't Believe It's Not Butter!® Spread"",""brussels sprouts"",""onions"",""salt"",""gala apples"",""garlic""]",Unilever North America,Sauteed Brussels Sprouts & Apples,"{""course"":[""Side Dishes""],""holiday"":[""Sunday Lunch""]}",Sauteed-Brussels-Sprouts-_-Apples-1319879
ObjectId(58e5ee1ca4e2980ece66c0a3),,4,900,"[""baby bok choy"",""garlic"",""olive oil"",""soy sauce"",""sesame oil"",""sesame seeds""]",Avocado Pesto,Sauteed Baby Bok Choy with Sesame Seeds,"{""course"":[""Side Dishes""]}",Sauteed-Baby-Bok-Choy-with-Sesame-Seeds-1783908
ObjectId(58e5ee1ca4e2980ece66c250),"{""piquant"":0.3333333333333333,""sour"":0.8333333333333334,""salty"":0.16666666666666666,""sweet"":0.3333333333333333,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",4,1320,"[""large carrots"",""olive oil"",""garlic"",""fresh tarragon"",""chopped fresh thyme"",""red bell pepper"",""zucchini"",""yellow crookneck squash"",""butter""]",Recipe Girl,Sauteed Vegetables with Herbs and Garlic,"{""course"":[""Side Dishes""]}",Sauteed-Vegetables-with-Herbs-and-Garlic-2041230
ObjectId(58e5ee1ca4e2980ece66c4a4),,4,900,"[""baby bok choy"",""garlic"",""olive oil"",""soy sauce"",""sesame oil"",""sesame seeds""]",Avocado Pesto,Sauteed Baby Bok Choy with Sesame Seeds,"{""course"":[""Side Dishes""]}",Sauteed-Baby-Bok-Choy-with-Sesame-Seeds-1783908
ObjectId(58e5ee1ca4e2980ece66ca3c),"{""piquant"":0.0,""sour"":0.16666666666666666,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",5,1200,"[""butter"",""fresh mushrooms"",""garlic"",""dried basil"",""red wine""]",AllRecipes,Sauteed Mushrooms in Garlic,"{""course"":[""Side Dishes""]}",Sauteed-Mushrooms-In-Garlic-Allrecipes
ObjectId(58e5ee1ca4e2980ece66ca93),,5,600,"[""fresh asparagus"",""olive oil"",""garlic"",""crumbled gorgonzola"",""toasted pine nuts"",""salt"",""ground black pepper""]",Kalyn's Kitchen,Sauteed Asparagus with Melted Gorgonzola and Pine Nuts,"{""course"":[""Side Dishes""]}",Sauteed-asparagus-with-melted-gorgonzola-and-pine-nuts-310029
ObjectId(58e5ee1ca4e2980ece66cbc4),,4,1200,"[""olive oil"",""ono fillets"",""kosher salt"",""cracked black pepper""]",Barefeet In The Kitchen,Sauteed Ono (or Tilapia) with Balsamic Butter Sauce,"{""course"":[""Main Dishes""]}",Sauteed-Ono-_or-Tilapia_-with-Balsamic-Butter-Sauce-485270
ObjectId(58e5ee1ca4e2980ece66cff0),"{""piquant"":0.0,""sour"":0.16666666666666666,""salty"":0.16666666666666666,""sweet"":0.16666666666666666,""bitter"":0.16666666666666666,""meaty"":0.16666666666666666}",5,1200,"[""butter"",""fresh mushrooms"",""garlic"",""dried basil"",""red wine""]",AllRecipes,Sauteed Mushrooms in Garlic,"{""course"":[""Side Dishes""]}",Sauteed-Mushrooms-In-Garlic-Allrecipes
ObjectId(58e5ee1ca4e2980ece66d0b4),,4,1200,"[""olive oil"",""ono fillets"",""kosher salt"",""cracked black pepper""]",Barefeet In The Kitchen,Sauteed Ono (or Tilapia) with Balsamic Butter Sauce,"{""course"":[""Main Dishes""]}",Sauteed-Ono-_or-Tilapia_-with-Balsamic-Butter-Sauce-485270
